noise_strength,structure_fraction,structured_syndrome_mi_bits,aligned_logical_env_mi_bits,unaligned_logical_env_mi_bits,unaligned_coherence,aligned_coherence,alignment_gain,aligned_entanglement_fidelity,unaligned_entanglement_fidelity,aligned_coherent_information_bits,unaligned_coherent_information_bits,noise_tailored_score,regime
0.9666666666666667,0.0,6.205327753771953e-18,0.6986608207098419,0.6986608207098419,0.39280402938560627,0.39280402938560627,0.0,0.6964020146928032,0.6964020146928032,0.11435531764780871,0.11435531764780871,7.345075433187673e-19,no_syndrome
0.9833333333333333,0.0,6.205327753771953e-18,0.7101987459498518,0.7101987459498518,0.38024311882946293,0.38024311882946293,0.0,0.6901215594147314,0.6901215594147314,0.10696691091191779,0.10696691091191779,6.837956740886907e-19,no_syndrome
1.0,0.0,6.205327753771953e-18,0.7214515358393283,0.7214515358393283,0.3678794411714423,0.3678794411714423,0.0,0.6839397205857212,0.6839397205857212,0.09995440847646475,0.09995440847646475,6.358739176086907e-19,no_syndrome
1.0166666666666666,0.0,6.205327753771953e-18,0.7324174739696871,0.732417473969687,0.35572009367517005,0.35572009367517005,0.0,0.677860046837585,0.677860046837585,0.09330658568242045,0.09330658568242045,5.906509030759971e-19,no_syndrome
1.0333333333333332,0.0,6.205327753771953e-18,0.7430954496115226,0.7430954496115225,0.3437716061308446,0.3437716061308446,0.0,0.6718858030654223,0.6718858030654223,0.08701195659729066,0.08701195659729066,5.480327659503304e-19,no_syndrome
1.05,0.0,6.205327753771953e-18,0.7534849304841446,0.7534849304841446,0.3320399453446606,0.3320399453446606,0.0,0.6660199726723303,0.6660199726723303,0.08105882905934825,0.08105882905934825,5.079237631252594e-19,no_syndrome
1.0666666666666667,0.0,6.205327753771953e-18,0.7635859349575588,0.7635859349575588,0.3205305210155412,0.3205305210155412,0.0,0.6602652605077706,0.6602652605077706,0.07543535731884532,0.07543535731884532,4.702268514668821e-19,no_syndrome
1.0833333333333333,0.0,6.205327753771953e-18,0.7733990037586427,0.7733990037586427,0.30924819293334377,0.30924819293334377,0.0,0.6546240964666719,0.6546240964666719,0.07012959217511194,0.07012959217511194,4.34844228747619e-19,no_syndrome
1.1,0.0,6.205327753771953e-18,0.7829251713276426,0.7829251713276425,0.2981972794298873,0.2981972794298873,0.0,0.6490986397149436,0.6490986397149436,0.06512952852337761,0.06512952852337761,4.0167783621194875e-19,no_syndrome
1.1166666666666667,0.0,6.205327753771953e-18,0.7921659370550393,0.7921659370550393,0.2873815670117255,0.2873815670117255,0.0,0.6436907835058627,0.6436907835058627,0.0604231502403616,0.0604231502403616,3.7062982222814304e-19,no_syndrome
1.1333333333333333,0.0,6.205327753771953e-18,0.8011232367059825,0.8011232367059824,0.27680432110155634,0.27680432110155634,0.0,0.6384021605507781,0.6384021605507781,0.05599847235299227,0.05599847235299227,3.4160296673330143e-19,no_syndrome
1.15,0.0,6.205327753771953e-18,0.8097994143912502,0.8097994143912502,0.2664682978135241,0.2664682978135241,0.0,0.6332341489067621,0.6332341489067621,0.05184358044995263,0.05184358044995263,3.1450106648769376e-19,no_syndrome
1.1666666666666667,0.0,6.205327753771953e-18,0.8181971954525897,0.8181971954525897,0.25637575668641216,0.25637575668641216,0.0,0.6281878783432061,0.6281878783432061,0.047946667310947766,0.047946667310947766,2.892292815240654e-19,no_syndrome
1.1833333333333333,0.0,6.205327753771953e-18,0.8263196605839185,0.8263196605839184,0.2465284742978469,0.2465284742978469,0.0,0.6232642371489234,0.6232642371489234,0.044296066743561235,0.044296066743561235,2.6569444359660643e-19,no_syndrome
1.2,0.0,6.205327753771953e-18,0.8341702214044856,0.8341702214044856,0.2369277586821217,0.2369277586821217,0.0,0.6184638793410608,0.6184638793410608,0.04088028463215532,0.04088028463215532,2.4380532787431713e-19,no_syndrome
1.2166666666666666,0.0,6.205327753771953e-18,0.8417525975429403,0.8417525975429402,0.2275744644741001,0.2275744644741001,0.0,0.61378723223705,0.61378723223705,0.03768802721742015,0.03768802721742015,2.2347288954338953e-19,no_syndrome
1.2333333333333334,0.0,6.205327753771953e-18,0.8490707951011222,0.849070795101122,0.21846900870183877,0.21846900870183877,0.0,0.6092345043509194,0.6092345043509194,0.03470822663872675,0.03470822663872675,2.046104673361371e-19,no_syndrome
1.25,0.0,6.205327753771953e-18,0.8561290861718451,0.8561290861718451,0.20961138715109776,0.20961138715109776,0.0,0.6048056935755489,0.6048056935755489,0.03193006378434027,0.03193006378434027,1.8713395624656937e-19,no_syndrome
