p_noise,correction_interval,correction_rate,record,monitoring_cost,bit_fidelity,bit_advantage,plus_fidelity,code_population,logical_coherence,productive_score,regime
0.0025,8,0.125,0.9999332302396285,0.1963843996260991,0.9898013069798307,0.9796026139596614,0.9018078001869618,1.0000000000000122,0.8036156003739116,0.7099246920614257,productive
0.0025,9,0.1111111111111111,0.9997924998649104,0.17662336027264247,0.9886123881620223,0.9772247763240447,0.9116883198636893,1.000000000000011,0.8233766397273672,0.7335663506258928,productive
0.0025,10,0.1,0.9994924712139436,0.15637639372196976,0.9730795433102357,0.9461590866204714,0.9080879846724664,0.9851121254687627,0.8310638438761724,0.7034158451484085,productive
0.0025,11,0.09090909090909091,0.9989535302746325,0.1356315509446412,0.9441803052044971,0.8883606104089943,0.8913705006777213,0.9562171051857934,0.8265238961696495,0.6258344612320228,productive
0.0025,12,0.08333333333333333,0.9980979426127404,0.1356315509446412,0.985150054703074,0.9703001094061481,0.9321842245276888,1.0000000000000118,0.8643684490553686,0.7818199267610123,productive
0.0025,13,0.07692307692307693,0.9968585630378793,0.11437658908262405,0.9354611039317846,0.8709222078635692,0.8948910279391773,0.9491725895615649,0.8406094663167912,0.6218547890219854,productive
0.0025,14,0.07142857142857142,0.9951838190310288,0.11437658908262405,0.9687506771533388,0.9375013543066777,0.9287752430812345,0.9851121254687623,0.8724383606937098,0.7483468795940219,productive
0.0025,15,0.06666666666666667,0.9930393801316743,0.09259896422400005,0.901073947823012,0.802147895646024,0.8726265635862415,0.914990132875992,0.8302629942964936,0.5317591478576111,productive
0.0025,16,0.0625,0.9904074979477991,0.09259896422400005,0.9260451939548979,0.8520903879097959,0.8985750476538967,0.9421983429806895,0.8549517523271064,0.6167710260325355,productive
0.0025,17,0.058823529411764705,0.9872849986099358,0.09259896422400005,0.9518954672473079,0.9037909344946158,0.9255852193639793,0.9705197826815896,0.880650656046371,0.7149776183075607,productive
0.0025,18,0.05555555555555555,0.9836806832556286,0.09259896422400005,0.978662227672595,0.9573244553451901,0.9537005178880105,1.0000000000000118,0.9074010357760103,0.8284578977624613,productive
0.0025,19,0.05263157894736842,0.9796126349734647,0.07028582400000005,0.8793144751074995,0.758628950214999,0.8638251114790445,0.8952881439360313,0.8323620790220576,0.48834906026781705,productive
0.0025,20,0.05,0.9751057193808106,0.07028582400000005,0.8970677985938119,0.7941355971876238,0.882834715155462,0.9149901328759915,0.850679297434933,0.5457029989646598,productive
0.0025,21,0.047619047619047616,0.9701894171762189,0.07028582400000005,0.9152682380535738,0.8305364761071476,0.9024247215634428,0.935293664509455,0.8695557786174298,0.6095581370174651,productive
