monitor_strength,leakage_fraction,context_correlation,public_error_mi_bits,excess_agency_leakage_bits,raw_agency_mi_bits,record_burden,restraint_score,regime
1.9333333333333333,0.01,0.35,0.8945057234070859,0.0002365559789855006,0.08296689391305445,0.17046409807922946,0.741849081681256,restraint_interval
1.9666666666666666,0.01,0.35,0.9019633767807541,0.0002447820055956769,0.08357119229861952,0.17583859540271707,0.7431814415181387,restraint_interval
2.0,0.01,0.35,0.9089911494566039,0.00025314855180212935,0.08413423182525331,0.18126924692201818,0.7440306103716418,restraint_interval
2.033333333333333,0.01,0.35,0.9155998515788117,0.00026165561271276444,0.084653999731138,0.1867544798513624,0.7444126468194585,restraint_interval
2.0666666666666664,0.01,0.35,0.9218013574406969,0.0002703031833534979,0.08512950689223044,0.19229271372293744,0.7443444198393996,restraint_interval
2.1,0.01,0.35,0.9276089737315439,0.0002790912586680298,0.08556103251671382,0.1978823611383701,0.7438438615212319,restraint_interval
2.1333333333333333,0.01,0.35,0.9330376793559463,0.0002880198335181699,0.08595022356103005,0.20352182851896838,0.7429301045234707,restraint_interval
2.1666666666666665,0.01,0.35,0.9381041984462125,0.0002970889026835553,0.0863000404876213,0.20920951685423572,0.7416234787483572,restraint_interval
2.2,0.01,0.35,0.9428268899278456,0.0003062984608617807,0.08661456267752429,0.21494382244817056,0.739945360732703,restraint_interval
2.2333333333333334,0.01,0.35,0.9472254602621275,0.00031564850266840936,0.08689868510828164,0.22072313766286988,0.7379178883774477,restraint_interval
2.2666666666666666,0.01,0.35,0.9513205271125357,0.00032513902263701873,0.08715774931660761,0.22654585165896668,0.7355635698912909,restraint_interval
2.3,0.01,0.35,0.9551330777252679,0.0003347700152191475,0.08739715457312333,0.23241035113242714,0.7329048270279881,restraint_interval
2.3333333333333335,0.01,0.35,0.9586838751389388,0.0003445414747841255,0.08762199031236469,0.23831502104724844,0.7299635178675807,restraint_interval
2.3666666666666667,0.01,0.35,0.961992867757991,0.0003544533956195843,0.08783672083298849,0.24425824536359964,0.7267604837653189,restraint_interval
2.4,0.01,0.35,0.9650786543393681,0.00036450577193093307,0.08804494165726096,0.25023840776095874,0.7233151598247953,restraint_interval
2.433333333333333,0.01,0.35,0.9679580486953593,0.00037469859784164817,0.08824921690183643,0.25625389235580043,0.7196452799273372,restraint_interval
2.466666666666667,0.01,0.35,0.9706457780812375,0.0003850318673933136,0.08845100039083487,0.262303084413405,0.7157666974765771,restraint_interval
2.5,0.01,0.35,0.9731543375474351,0.0003955055745451856,0.08865064008027482,0.2683843710533582,0.7116933326760444,restraint_interval
2.533333333333333,0.01,0.35,0.9754940100881375,0.00040611971317505014,0.08884746413453977,0.2744961419483283,0.7074372468861361,restraint_interval
2.5666666666666664,0.01,0.35,0.9776730492953744,0.00041687427707827696,0.08903994533880108,0.28063679001570707,0.7030088345338231,restraint_interval
2.6,0.01,0.35,0.9796980074047191,0.00042776925996869635,0.0892259362721672,0.28680471210171776,0.6984171132170882,restraint_interval
2.6333333333333333,0.01,0.35,0.9815741775012576,0.0004388046554777976,0.08940295986025933,0.29299830965759643,0.6936700834034001,restraint_interval
2.6666666666666665,0.01,0.35,0.9833061055306218,0.00044998045715542446,0.08956852958817646,0.2992159894074672,0.6887751214022352,restraint_interval
2.7,0.01,0.35,0.9848981178931836,0.00046129665846931367,0.0897204638202222,0.3054561640075366,0.6837393646159307,restraint_interval
2.7333333333333334,0.01,0.35,0.9863548065598136,0.00047275325280539746,0.08985715353488749,0.3117172526962476,0.6785700481485549,restraint_interval
2.7666666666666666,0.01,0.35,0.9876814181050149,0.0004843502334677567,0.0899777460073367,0.31799768193503974,0.6732747578476254,restraint_interval
2.8,0.01,0.35,0.9888841063933878,0.0004960875936782393,0.09008221978422233,0.32429588603937387,0.6678615766335774,restraint_interval
2.8333333333333335,0.01,0.35,0.9899700290216206,0.0005079653265771871,0.09017134633340096,0.33061030779969147,0.6623391167191777,restraint_interval
2.8666666666666667,0.01,0.35,0.9909472909091628,0.0005199834252229527,0.09024655549723143,0.3369393990919868,0.6567164468537762,restraint_interval
2.9,0.01,0.35,0.9918247595279801,0.0005321418825919172,0.09030973875191554,0.34328162147768504,0.6510029374808789,restraint_interval
