protocol,round,logical_error,entanglement_fidelity,updated,estimate_l1_error,meas_estimation_error,syndrome_mi_bits,q_star,eta_star,alignment_floor,channel_p0,channel_p1,channel_p2,channel_meas,calib_p0,calib_p1,calib_p2,calib_meas,calibration_fresh,syndrome_rate_01,syndrome_rate_12
uniform_decoder,19.0,0.03933789282954725,0.9606621071704528,0.0,0.025656386665561772,0.00243601820664577,0.2269390939977357,0.9987912509043707,0.04799058603172184,39.70268619455495,0.009458966350115117,0.02558417113238415,0.002468818116707263,0.01443601820664577,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.045,0.04175
uniform_decoder,20.0,0.04149370706932479,0.9585062929306752,0.0,0.0275447108696361,0.002317626660146125,0.226467634184731,0.9988061822448262,0.04765850346403026,39.92108783563203,0.008331592273536435,0.026449107520372925,0.002572804377200389,0.014317626660146125,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.04375,0.03975
uniform_decoder,21.0,0.04362022658521048,0.9563797734147895,0.0,0.029099673133795106,0.002190330189855984,0.22598587798136793,0.9988222226813827,0.04729943212356955,40.15991085572681,0.007349183767214034,0.027154246285162557,0.002705389384153416,0.014190330189855984,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.045,0.0405
uniform_decoder,22.0,0.0457150924920771,0.9542849075079229,0.0,0.030328957038419303,0.002055043589923259,0.22553480286765787,0.9988385266384079,0.04690961585308786,40.38802559258487,0.006503144203096953,0.027704081618727283,0.0028719803772110294,0.01405504358992326,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.0455,0.0485
uniform_decoder,23.0,0.047776753435601456,0.9522232465643985,0.0,0.031243900922940816,0.0019127982180319573,0.2251434043935727,0.9988544542037026,0.04648377755697325,40.57784307464184,0.005781634367171565,0.028104410051462865,0.0030788747613504845,0.013912798218031958,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0.0,0.0495,0.043
uniform_decoder,24.0,0.04980429534565307,0.9501957046543469,0.0,0.031856073592644134,0.0017647486387746877,0.22483055390842735,0.9988695399244408,0.046015247348299364,40.70488497839114,0.005171311865447188,0.028360797880780476,0.0033334124226891554,0.013764748638774688,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,1.0,0.04825,0.04725
uniform_decoder,25.0,0.051797299359078265,0.9482027006409217,0.0,0.03217476970806429,0.0016121779208203915,0.2246070805436215,0.9988834560088007,0.045496060836359625,40.74721748087229,0.004658595740629588,0.028477485304477964,0.0036441198557840915,0.013612177920820392,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.04825,0.0475
uniform_decoder,26.0,0.053755726777383016,0.946244273222617,0.0,0.03220541517379964,0.001456500675730641,0.22447758121427827,0.998895980814497,0.04491705973941486,40.685035486001986,0.00423049030859634,0.02845671677669016,0.004020811294294178,0.013456500675730641,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.047,0.04775
uniform_decoder,27.0,0.055679823902506,0.944320176097494,0.0,0.03194881563256611,0.0012992627675784043,0.22444168109056448,0.9989069787272233,0.044851862116805655,41.034756810236644,0.00387505128835957,0.02829846638211635,0.004474599461190672,0.013299262767578405,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.047,0.04575
uniform_decoder,28.0,0.05757003707049452,0.9424299629295054,0.0,0.03140119578061392,0.0011421365014897406,0.2244946386476239,0.998916393999161,0.044936994907442324,41.469865313267626,0.003581589286577117,0.028000538222896255,0.005017753155705217,0.01314213650148974,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.045,0.04375
uniform_decoder,29.0,0.05942692832663813,0.9405730716733619,0.0,0.030555025891337708,0.0009869100396146559,0.22462732586645087,0.9989242584857556,0.04497905556159232,41.81214071038809,0.0033406974421031225,0.02755904719132622,0.00566332385788539,0.012986910039614656,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.045,0.03725
uniform_decoder,30.0,0.0612510846808574,0.9387489153191426,0.0,0.029400677775935496,0.0008354698198175785,0.22482574701535488,0.998930710694054,0.044988252813267626,42.073041003125006,0.0031441740316305324,0.02696930771302021,0.006424455905454183,0.012835469819817579,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.04375,0.0475
uniform_decoder,31.0,0.06304301902277021,0.9369569809772298,0.0,0.027928958909538226,0.0006897748893117776,0.22507041780544432,0.9989360203650933,0.04497456130374544,42.2701335892489,0.002984894412178174,0.026227159601024466,0.007313306279308064,0.012689774889311778,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0.0,0.04325,0.042
uniform_decoder,32.0,0.06480306896580375,0.9351969310341962,0.0,0.026134504652688517,0.0005518223320023254,0.2253361148573524,0.9989406086612671,0.044947993538221674,42.428130092117364,0.00285667295034177,0.025330723502645085,0.008339545899614798,0.012551822332002326,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,1.0,0.0405,0.0425
